facebook_corpus_msr_410615,ओह माय गॉड सोनिआ जी तो सिर्फ वह पर गयी थी ताकि वो इस इंडिया मेट मे बिग फ़ूड चेन लिये,CAG
facebook_corpus_msr_354928,bas ek baar hamri force ko order de do baki hume bharosa h force pr,CAG
facebook_corpus_msr_441163,"किसी को 15 लाख रखने दिया था क्या अल्लाऊंद्दीन, थोड़ा भी शर्म करो।मोदी जी ने कर्ज खाया है क्या ।इतना दिन कहा मर गए थे जब तुम्हारे आँका घोटाले पर घोटाले",OAG
facebook_corpus_msr_489128,घर में घुस कर मारा हे इंडियन आर्मी को अपने फौजी तो उठा क्र लेजाओ फत्तो हिंदुस्तानिओं,OAG
facebook_corpus_msr_386089,बीजेपी वाले अभी आपका मूव बन है सेल मूव से बयां बाजी करते है सेल,CAG
facebook_corpus_msr_341317,अबे देश को तुमने बचाया होता तो जनता तुम्हारे पिछवाड़े पर लात को मरती...देश की चिंता मत कर अपनी राजनीती चिंता करो..बस तुम लोगो को बस शोत,OAG
facebook_corpus_msr_466267,इसे कहते है मोदी ग क अच्छे दिन.... जब गूंगे भी बोलने लगते हैं.,CAG
facebook_corpus_msr_382168,पाकिस्तान को मुंह तोड़ जवाब देने का वक्त आ गया ह,CAG
facebook_corpus_msr_353165,जेतनो ने कमंट कया ह यही पाकिस्तान की माँ बहन कर देंगे पर जरुरत पड़ेगी तो यही सब पहले भागेंगे ककी जो गरजते ह वो बरसते नहीं जैसे मोदी,OAG
facebook_corpus_msr_377809,"ये तो आपने देश की कमजोरी है नहीं तो पाक की  क्या अवकात है
नेतृत्व कठो फैसले वाला होना चाहिए",CAG
facebook_corpus_msr_377634,मोदी जी किसका वेट कर रहे है अब और इलेक्शन जीतने है कितने घर के चिराग बिझवाओगे तुम्हारा अपना नहीं है न वह,CAG
facebook_corpus_msr_353876,"पॉलिटिशियन काम मे आयल डाल कर बैठी है और आँखों पर पट्टी जो उन्ही दिखाई नहीं दे रहा है कि हर रोज़ हमारे सोल्जर सहीद हो रही है .
मजाक बा",OAG
facebook_corpus_msr_373711,kb jawab doge...  90000 pak sainiko ko us din hi goli maar dete to pakistan jindagi bhar uth na pata...,CAG
facebook_corpus_msr_466587,बकवास कर रहहा .. जब मौका था तो सोनिया के पीछे लगा रहा. अँगरेज़,OAG
facebook_corpus_msr_364157,"सर्जिकल सट्राइक से कूछ नही होने वाला.. करना हैं तो पाकिस्तान को ही खत्म करो.. 
तभी दिल को सुकून मिलेगा..

और अगर नेता लोग ऐसा करने का आदेश नही दे सकते",CAG
facebook_corpus_msr_338315,"भाइयो मै आप सब से एक गुजारिश करना चाहता हु..... 

हम हिन्दू और मुसलमान भाइयो को भडकण्य वाली और कोई नी ये पोलिटिकल नेता है और ये मीडिया है",OAG
facebook_corpus_msr_385979,हां सही कहा अब कुछ इस तरह का स्टेटमेंट निकालके सामने आएगा :समिलिंग_फेस_विथ_हॉर्न्स: शमलेस लीडर्स,OAG
facebook_corpus_msr_342389,भारतीय मीडिया ये दिखा रही है कि पाकिस्तान की 2 चौकी और 7 जवानो को मार गिराया गया है जबकि पाकिस्तान के किसी भी मीडिया चैनल पर आप आनलाइन  जा के देख सकते,CAG
facebook_corpus_msr_377958,60 साल वाली सरकार  ने जवानो को नौकरी दी  बडी खुशी की बात है मगर बीजेपी सरकार मे सहीद बहूत हो रहे हैं दूख  की बात है।  बिजेपी सरकार कुर्सी के चक्कर में,OAG
facebook_corpus_msr_332159,पाकिस्तान चले जाओ.... फिर ....खुश न हो इंडिया क डेवलपमेंट से तोह,OAG
facebook_corpus_msr_407867,ये आदमी चाहे जिसकी भी नक़ल करे पर इसे कोई पसंद नहीं करता,CAG
facebook_corpus_msr_380501,पाकिस्तान को खत्म ही कर दो न रहेगा बाँस न बजेगी बांसुरी,CAG
facebook_corpus_msr_355324,Pakistan ka ek hi ilaj bakhto ko pakistan bej do,CAG
facebook_corpus_msr_505149,"राम राम जी ।।
हनुमान जी सदा सहाय करें
ॐ श्री हनुमते नम: SHUBH PRABHAT OM SHRIRAM OM",NAG
facebook_corpus_msr_467548,ये कॉंग्रेसी सेल देश का हम आम लोगो का 12 लाख करोड़ रूपए लूटने के बाद  आज आम जनता के हित में सोच रहे सेल.उस दौर में कहा थे सेल जब देश,OAG
facebook_corpus_msr_377991,बीजेपी वालों को चुडिया दे दो    और इनको बोलो निंदा करे बस  जवान तो हमारे  शहीद है न इनके जवान तो आरएसएस वाले है,OAG
facebook_corpus_msr_489030,Ek din ayega jab map mei Pakistan nehi hoga for economic problems ha ha ha :beaming_face_with_smiling_eyes: :beaming_face_with_smiling_eyes: :beaming_,CAG
facebook_corpus_msr_353708,"मोदी जी ने जब surgical strike करी थी तब कुछ कुत्ते भोकने लगे थे ||

शहीदो का बदला लेने से डर नहीं लगता सहाब घर के कुतो के भोकने से डर लगता है ||",OAG
facebook_corpus_msr_380676,सरकार सिर्फ बोलती ह ग कुछ दिन पहले 25 फौजी मारे गये क्या किया अब तक,CAG
facebook_corpus_msr_323042,Wo BAT thay or wo khasbooo bi laga k ay thay,CAG
facebook_corpus_msr_341328,"देश बचने या खुद को ख़त्म होने से बचने के लिए ,शर्म करो,देश लूट नहीं पा रहे हो अब,कब होगी इन देसी अन्रेजो के खिलाफ़ क्रांति,तुम में डैम ः",OAG
facebook_corpus_msr_379269,ें सलो घर में घुस के मारा जवन में मोत तो अनेकी है कुके हरोज हरोज का ज़न ज़ात चला जाये गा यतो आर्मी,OAG
facebook_corpus_msr_353781,"एक मात्र इलाज पाकिस्तान का सफाया और कोई इलाज अब नही बचा
इलाज अटल जी ने किया था लेकिन वो ज्यादा दिन तक असर नहीँ  कर रहा है",CAG
facebook_corpus_msr_346956,इंडियन मुस्लिम नबी के हदीसो पे अमल करते है कोकि नबी ए पाक ने ये कहा था कि अपने मुल्क से वफादारी निभाओ......हम आले रसूल है अपने हिंदुस्ता,CAG
facebook_corpus_msr_420719,"केंद्र में नरेंद्र
महाराष्ट्र में देवेन्द्र
पंजाब में अमरेन्द्र
उत्तराखंड में त्रिवेन्द्र
जम्मू कश्मीर में मेहबूबा
और देल्ही में नमूना",CAG
facebook_corpus_msr_376622,अब कुछ जिहादी फिल्मकार कलाकार कानगरेसी और खुजली कहेगा की बाहुबली को हिट करने मे मोदी जी ओर RSSका हाथ है,CAG
facebook_corpus_msr_339955,"फिरभी देशभक्त अम्बानी अडानी 
पाक को डेवलपमेंट में क्यू लगे है 
कांग्रेस की सरकार में क्रिकेट नहीं होने देते थे बीजेपी वाले 
और अब पाक को भारत की नगर",CAG
facebook_corpus_msr_353183,सभी राजनीतिक पाटी को मिल कर इसका समान करना चाहिये ये हमारे देश की बात है एक बार बोलो और ऐसा बोलो की की दुबारा  वह करने के पहले सोचे,CAG
facebook_corpus_msr_352965,हमारी गलती ये है की हम भारत वासी वो लोग का बात को सुन लेते है और कुछ करते नहीं हे वो लोग का वो लोग जैसा करते है उससे दुगना हम लोग कर,CAG
facebook_corpus_msr_377493,और ये कश्मीरी  मुस्लिम जो हमारी आर्मी पे बेबजह पत्थरबाजी करते है...और जब कोई भी आपदा या बढ़ बगैरह आती ह तो फिर हमारे आर्मी की जवान ही इंक,CAG
facebook_corpus_msr_378413,"हमारी माँ के पास बहोत बेटे 

है शहीद होने के लिए 
शर्कर
के पास कितने सांसद ावर मंत्री 
हैं शहीद होने के लिए",CAG
facebook_corpus_msr_337912,सिर्फ यहाँ ही बोल सकते हैं किसी और पार्टी में जायेगे तो पता चल जाएगा,CAG
facebook_corpus_msr_402177,ओह तो यहाँ गए के मूत और गोबर की रिसर्च यही की जाती है...,CAG
facebook_corpus_msr_382000,जब तक राजनाथ बीजेपी पार्टी में गृह मंत्री रहेंगे तो मोदी जी की छवि खराब करने में सबसे बड़ा हाथ राजनाथ का है ना तो राजनाथ कुछ करते है ना ही मोदी जी और न,OAG
facebook_corpus_msr_353412,"सिंधु नदी के इस ओर भारत और उस ओर पाकिस्तान ।
वहां तक उनको खदेड़ना चाहिये जिससे भविष्य में हमारी आर्मी के लिए भी चौकसी आसान हो जायेगी।
कुछ नुकसान हमारी",CAG
facebook_corpus_msr_377881,"एक बार फिर कड़ी निंदा करता हूँ 
जवानों की शहादत बेकार नहीं जाएगी 
पं तम पर लानत ः 
साथ में को भी लानत ः",OAG
facebook_corpus_msr_386354,"पाकिस्तान ने राकेट दागा....ब्सफ़ पोस्ट पर..
तब हमारे पं ..मोदी जी कही जुमले दाग रहे होंगे..... जय हिन्द.... वन्दे मातरम.....",CAG
facebook_corpus_msr_379469,ठोको सालो को अब मोदी जी भसड़ से काम नहीं चलेगा,OAG
facebook_corpus_msr_407436,"कोई भी एक्टर नहीं टिकेगा आस-पास, जब सामने होगा प्रभाश।",CAG
facebook_corpus_msr_374035,मोदी  जी  अब  तो  कुछ  कीजिये,CAG
facebook_corpus_msr_379168,"भाई लोग गवर्नमेंट कुछ नहीं करेगी जो कर्ण ः हम लोग को एक जुट होक करना होगा
कब तक शहीद होते रहेंगे हमारे भाई लोग",CAG
facebook_corpus_msr_379842,कोई.ऑर्डर मिलेगा या नै हमारे जवानों को ये सिर्फ सीने पर गोली खानी.लिखी है,OAG
facebook_corpus_msr_378595,सबसे आगे है ABP न्यूज वाले कुत्ते सब और कुत्ती रंडी सब,OAG
facebook_corpus_msr_373926,ये मीडिया बीजेपी क साथ रहके उसके जैसे फेकु होती जा रही है,OAG
facebook_corpus_msr_379047,अभी होम मिनिस्ट्री और पीएमओ  से बयान ानेवाला होगा.....हम इस घटना के कड़ी से कड़ी निंदा करते हैं....,CAG
facebook_corpus_msr_337893,"हिंदुस्तान मुर्दाबाद 
हिंदुस्तान मुर्दाबाद 
हिंदुस्तान मुर्दाबाद 
हिंदुस्तान मुर्दाबाद 
हिंदुस्तान मुर्दाबाद",OAG
facebook_corpus_msr_382151,कड़ी निंदा की बोलती बंद हो गयी है अभी तक चुप्प बैठा है .,CAG
facebook_corpus_msr_353559,यहाँ के जनु और कम्युनिस्टों को वहां भेज दो खुद ही बर्बाद हो जाएगा,CAG
facebook_corpus_msr_410911,ये जरुरी है कांग्रेस की तानाशाही खत्म करने क लिए...,CAG
facebook_corpus_msr_403310,टेररिज्म तो तब की खत्म होगा जब तुम में से एक एक मरेंगे...माँ ने बेटे को जन्म क्या दे दिया वो तो सर पे चढ़ रहा ह...औकात अचे से पता चल जाएगी एक,OAG
facebook_corpus_msr_378682,फिन मंत्री जी बोलेगे कि ये शहीदी बेकार नही जाएगी ! और कुछ दिन के बाद मंत्री के मुहँ बंद हो जाते है,CAG
facebook_corpus_msr_354594,"एक ही दिन में 9 शहीद ,क्या ये था 56"" का राज ,इससे तो लाख अच्छा था सरदार का राज",CAG
facebook_corpus_msr_353871,पाकिस्तान  का  नही  हिंदुस्तान  का  इलाज़  होना  चाहिए   जो  हिंदुस्तान  की  दुनिया  की  सबसे  गन्दी  राजनीति  होती  है  उसका  इलजा  होना  चाहिए  जो,OAG
facebook_corpus_msr_377847,"एक्शन लीजिये, समय ख़त्म हुआ,  बर्दाश्त करने का,,,,,,,,,अंदर तक घुस के मारो,  अब पाकिस्तान में भी तिरंगा ही चाहिए मोदी जी...",OAG
facebook_corpus_msr_353492,अब  स्ट्राइक और यह गोलाबारी करना छोड़ो फिर आर-पार की लड़ाई करो जो होना है एक बार हो जाएगा बार-बार हमारा सैनिकों का इस तरह शहीद होना हमें पसंद नहीं है,CAG
facebook_corpus_msr_346954,इंडिया वाले पाकिस्तान इस बेस्ट आर्मी हे आप में दम हो तो आओ हम आप के अग्हि खड़े करे गए डरपोक इंडिया वालो बेट्टी बेट्टी फुंकारी कर रही हो,OAG
facebook_corpus_msr_377886,Modi Teri.......... Ki.............  Kuch karoge ya phir se bol do kadi ninda karte h. Ninda nath bhosdi K....,OAG
facebook_corpus_msr_405143,मुझे कमेंट का नोटिफिकेशन नहीं अत.इस लिए अगर कोई क्वेश्चन पूछना है तो मेसेज कर देना.,NAG
facebook_corpus_msr_379523,"मोदी इस्तीफा दो
तुम नही ला सकते 
एक के बदले दस सर",OAG
facebook_corpus_msr_373702,आरक्षण मे प्रधानमंत्री रक्षामन्त्री राष्ट्रपति सर्वोच्च न्यायाधीश कुलपति सेनाध्यक्ष आदि होता तो देश को ये दिन देखने नही पडते इतिहास गवाह है चन्द्र गुप,CAG
facebook_corpus_msr_373689,भाई अभी हमारी सरकार वार्ता करेगी फिर कोई सहीद होगा बस और कुछ नै होने वाला कुछ तो करो,CAG
facebook_corpus_msr_353140,भारत सरकार को िनियन आर्मी को 24 हॉर्स दे देने चाहिए उसके बाद पाकिस्तान का इलाज पता चल जायेगा,CAG
facebook_corpus_msr_381266,मोदी कुछ नहीं कर सकता है केवल बोल सकता हे,OAG
facebook_corpus_msr_410552,चुनाव का खर्च अब कॉंग्रेस पेट्रोल से वसूल करेगी क्या...?,CAG
facebook_corpus_msr_342331,आकाश राजपूत तुम्हरे जिजा पकडे गए हैं पाकिस्तान की दलाली करने में नाम यद् है तुम्हरे बाप दादा अंग्रेज़ों की दलाली करते थे और तुमहरे जीजा इस,OAG
facebook_corpus_msr_342330,ये इंडिया के मुस्लिम ही गद्दार है असली दुसमन तो ये है जो हमारी जानकारियां पाकिस्तान को देते है अभी कुछ दिन पहले 2 मोलाना गए थे पाकिस्तान सब प्लान,OAG
facebook_corpus_msr_381189,"Ninda  kadi ninda ghor ninda Ghnghor ninda

Besarmo ki ninda",OAG
facebook_corpus_msr_380238,कंटिन्यू वार करते रहो... एक सर्जिकल से काम नहीं चलेगा.. रोज प्लानिंग से अटैक .. करो ...,CAG
facebook_corpus_msr_381678,पाकिस्तान  को खों क जवाब  खुन स दो,OAG
facebook_corpus_msr_403788,@अवैस ः देखि है तेरी पोर्की आर्मी 3 बार हार चुकी है हमसे और नक्सली को क्रप्फ  मर रही है आर्मी नहीं एंड तेरी पोर्की आर्मी की तो तालिबान ले रहा,OAG
facebook_corpus_msr_401036,सबके सर काटकर लाल किले पर लटकावो तब जा कर सही मानोमे बदला पुरा हुवा माना जायेगा ।,OAG
facebook_corpus_msr_352738,"सुतिये खुद फौज म भर्ति क्यू नै होता पर लिखे जाहिल पाक क पास इंडिया से ज़ादा एटम बम ः आगे पीछे सोचना पड़ता ह अपने 56"" को देख लो बिना सोचे समज",OAG
facebook_corpus_msr_467837,जिनको कभी बोलना नहीं आया वो भी बोलने लगे वह जी वह मोदी जी इसे कहते ह ाज़्ज़ाद भारत,CAG
facebook_corpus_msr_377985,बोल ही तो रहे है कुछ उखाड भी पाये हमारे जवान मर रहे है कब दिखेगा 56 इंच का सीना,CAG
facebook_corpus_msr_466388,इसे कहते है रायता फैलाना....इसके टाइम में लूट मची थी क्रोर्स ऑफ़ रस. स्कैम की....और अब 9 सो चूहे खाके बिल्ली हज को चली...,CAG
facebook_corpus_msr_378008,अभी थोड़ी देर रुको हमारे गृहमंत्री जी इस कुकृत्य की निंदा करेंगे। और कुछ मंत्री महोदय कंहेंगे कि हमारे जवानों की शहादत बेकार नही जाएगी,CAG
facebook_corpus_msr_353477,"है अंधे मूढ़ बिचारों वाले टुकड़ों में बंट जाओगे , नाम मात्र अवशेष रहेगा खुद का पता न पाओगे ।
हरपोगे कश्मीर को क्या,लाहौर बचा न पाओगे ।।
हे महानाश के पोष",CAG
facebook_corpus_msr_382141,हमे नई लगता कि सरकार कुछ करेगी वो बस स्पीच ही दे सकती ह,CAG
facebook_corpus_msr_353734,पोर्किस्तान का इलाज़ यही है की उनके सीनियर लीडर्स को खत्म करो तभी मानेंगे...जैसे की हमने 1971 उनके लीडर्स पर बम गिराया था,CAG
facebook_corpus_msr_377811,मोदीजी आपसे निवेदन करतहु मिटादो पाकिस्तानको दुनिया क नक्से से जय हिन्द जय जवान,CAG
facebook_corpus_msr_339939,Manmohan singh to love letter likhte the modi ne nikah hi krlya.,CAG
facebook_corpus_msr_381197,मोजी जी अब क्या चोच रह ह सलो को घर में जा कर मारो,OAG
facebook_corpus_msr_403730,एंड जर्मनी और रूस एवं क पूरा यूरोप का मसला मसाइल थे उन्हं न सोल्वे कर लिए और देखो कहाँ से कहाँ पोहंच गे हम लोग बस मरता ही राहेब गए इस,NAG
facebook_corpus_msr_353011,मनीष जी उसके बाद से रोज कश्मीर घाटी में हमले होते रहते हैं और पाक हमारे देश के सैनिकों के साथ बर्बरता करता आ रहा है आप ये एक बार की सर्जिकल स्ट्राइक क,CAG
facebook_corpus_msr_378121,प्रदानमंत्री जी ऐसी क्या मजबूरी हैं जो आप कोई एक्शन नै लेरे,CAG
facebook_corpus_msr_353743,"ब्लड देख नही सकता चकर आताहै, लेकिन कोई पाकिस्तानी सोल्जर मिलजाए तो उसकी ब्लड से होली खेलनेका मन्न करताहै",OAG
facebook_corpus_msr_353776,पाकिस्तान को इस्लाम  पूरी कायम करना होगा....पाकिस्तान की होरकोट देख क महसूस होता है कि पाकिस्तान मैं पूरी तरह इस्लाम को फॉलो नहीं कर रहा है......,CAG
facebook_corpus_msr_403709,"मोहम्मद को गली देदो तो ये लोग बोलेंगे हिन्दू सही है किसीके धर्म को गली नहीं दो वो भी तुम्हारे अल्लाह को गाली देगा,कुरान में लिखा है ये सच है क",OAG
facebook_corpus_msr_353459,पाक. को उसकी औकात याद दिलाने की जरुरत ह ये बात वो भूल चूका ह कि उसके सर पे जब छत नहीं थी तो हमने ही पैसे दिए थे उसकी औकात नहीं ः बोलने की,OAG
facebook_corpus_msr_342433,ये लोग बस मिलते रहेंगे और कड़ी निंदा करते रहेंगे,CAG
facebook_corpus_msr_347135,"फिर आतंकी हमला, फिर सीजफायर का उल्लंघन, फिर शहादत।
मोदी जी अगर आपका चुनाव जीतने का अश्वमेघ यज्ञ पूरा हो गया हो तो कुछ यहाँ भी देख लो।
वर्ना सरदार जी क",CAG
facebook_corpus_msr_352758,चोरों की तरह आते हो...हिम्मत ः तो सामने से ाओ,OAG
facebook_corpus_msr_376653,इस पोस्ट पे एक ख़ास बात है कि अक्षय कुमार का कोई भी बात नहीं कर रहा है. सिर्फ खान एक्टर की ही बात हो रही है.. .के बहुबली ने खान्स एक्टर की,CAG
facebook_corpus_msr_354004,बहुत खुन बह चूका जवानों का। करों बड़ी कार्रवाई। एकसाथ उड़ाने होंगे कई ठिकाने।,CAG
facebook_corpus_msr_466530,इसका नाम मनमोहन सिंह हैं...छोड़ि की तरह यह ज़्यादा बक बक नहीं करता और जब करता हैं तो पेल क रख देता हैं,OAG
facebook_corpus_msr_342348,एक नापाक और कायर देश का शहीदों के शव के साथ किया गया कृत्य अत्यन्त घृणित एवं निंदनीय है.....  भारत सरकार ने इस घटना से निबटने के लिए सेना को फ्रीहैण्ड,CAG
facebook_corpus_msr_354023,ज़रूरत हैं ईंट का जवाब पत्थर से देने की... घर में घुसकर इन्हे मारना ही सही होगा l,CAG
facebook_corpus_msr_347049,नवाबमेंटल पाकिस्तानी कुत्ते भौंकना बंद कर तेरी कायर फ़ौज़ की औकात नही की इंडियन आर्मी से सीधी लड़ाई लड़ सके,OAG
facebook_corpus_msr_386325,बहुत कुछ हो चुका है मोदी जी... अब एक्शन लो या फिर 2019 भूल जाना,CAG
facebook_corpus_msr_377449,बिक गए माता को मार दो अभी देखो ....हहहहहह बहुत कुछ हो जाये गा,CAG
facebook_corpus_msr_353643,अगर मेरे हाथ में होता कब की मकी आँख कर देते सलो की...पॉलिटिक्स चीज ही बहुत ख़राब है,CAG
facebook_corpus_msr_380634,"आनन्दी दुबे जी की बात से मै सहमत हु , यही एक रास्ता है",NAG
facebook_corpus_msr_352911,हर चीज़ सोशल मीडिया पर मत शो करे और न ही न्यूज़ चैनल्स पर सबसे बड़ी गलती तो ये है #इंडिया की हर बात आर्मी से रिलेटेड जैसे कि अब कौनसा मिस,CAG
facebook_corpus_msr_355078,मेरे ख्याल से उनके घर में घुस कर मारना चाहिए,OAG
facebook_corpus_msr_353349,"अब समय आ गया हे पाकिस्तान को सबक सिकाने का
बहुत किया सहन अब और नहीं होगा 
जो किया हमारे सेनिको के साथ घिनोना काम
तो तेरा नामो निसान नही होगा",CAG
facebook_corpus_msr_400904,मालविका सागर तुम लोग क जिग्गर में इतना दम नहीं क लोक् क्रॉस कर जाओ जिस दिन लोक् क्रॉस की उस दिन वह फिर वापिस अपना घर नहीं ायण गा ....,OAG
facebook_corpus_msr_377997,"पता नहीं पाकिस्तान की पाक सरजमीन पर ऐसे नापाक कहा से पैदा होगये..... आज पाकिस्तान आर्मी  ने प्रोवे करदिया की वो नामर्दो की फ़ौज है....
#पाकिस्त",OAG
facebook_corpus_msr_373996,डल्लो सलो वहॉ 25 मार्गए बस वहां का इन्वेस्टीगेशन दिखाव,OAG
facebook_corpus_msr_381450,मैं इस हमले की कड़ी निन्दा करता हूँ  एक बार फिर,CAG
facebook_corpus_msr_378232,कितना सस्ता वर्ड ः (करारा जवाब मिलेगा) कोई भी बोल देता ह,CAG
facebook_corpus_msr_420817,जरूर अच्छे दिन आएगा हिंदुस्तान श्री राम की नगरी कहलायेगा,NAG
facebook_corpus_msr_385848,"ये क्या हो रहा है ,एक दिन ऐसा आएगा की सब क सब को शहीद होना पड़ेगा ,,,,ऐसे कब तक सहीद होंगे जवान ,आर्डर दो आर्डर,अगर कमी होगी जवान का तो मु",CAG
facebook_corpus_msr_382073,अपने नेता लोग सिर्फ बोलते है आज हमारे देश का कानून व्यवस्था सिर्फ नाम के लिये है आज इतने सारे। जवान शहीद हो गये लेकिन उनके बारे में बोलने में या उनके,OAG
facebook_corpus_msr_466588,"गुंगा आदमी बोलणे लगा येह भी तो अच्छे दिन कि निशाणी है , ना जाने क्या क्या  जादुगरी सिखी है मोदीजीने",CAG
facebook_corpus_msr_379029,Lagta Hai surgical strike  ko moramit kar k dobara karna pare  ga :grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_ey,CAG
facebook_corpus_msr_407387,तीनो खान की गेंद म स साडी हवा निकल दी,OAG
facebook_corpus_msr_353481,हमे नक्सलिओ को आर्मी/बात/ब्सफ़ में ज्वाइन करवाना चाहिए...अगर एक बी नक्सली मारे या मरा तो पाकिस्तान का बी बदला पूरा होगा और छत्तीसगढ़ का भी..,CAG
facebook_corpus_msr_364109,"पाकिस्तानी सुअरो इस कायरता पूर्ण हमले का जवाब बहुत जल्द मिलेगा...ये एक हिन्दुस्तानी का वादा है।

#BEST CM ARVIND KEJRIWAL",OAG
facebook_corpus_msr_353433,भारत राजनीत करणी छोडे अब बहुत हुआ अब तो हमारी सेनाओं को खुली छूट   दे,CAG
facebook_corpus_msr_379003,"राजनीती सिर्फ घोर निंदा कर सकती है, मगर ये निंदा नहीं गोली खाने के हक दार है, मोदी सर इनको महु तोड़ जवाब दो
हमारी सेना को आर्डर दो ताकि हम",CAG
facebook_corpus_msr_338344,कुमार विस्वास नेता नहीं है वो तो अरविन्द केजरीवाल का दलाल है,OAG
facebook_corpus_msr_353222,"एक ही इलाज हैं पाकिस्थान पर हमला 
पर वो होगा कब यह पता नही क्योंकि हमारे भारत की सेना भी डरती हैं पाकिस्थान पर हमला करने से ओर भारत की सरकार भी डरती ह",OAG
facebook_corpus_msr_466976,"अच्छे दिन आ गए...
मौन मोहन सिंग ने बोलना चालू कर दिया",CAG
facebook_corpus_msr_353764,हमें अपने अपमान का बदला चाहिये कुछ ऐसा होना चाहिये जिसको पूरी दुनिया देखे और जाने के भारत सुपर पॉवर बन चुका है,CAG
facebook_corpus_msr_386008,अच्छा है इंडिया के लोग कुछ नहीं कर पाते इस लिए वो ऐसा करते रहते हे और करते रहे गए,CAG
